Claim,Claim Count,Issue
for justice for Robert Brooks; against police violence; against racism; against deaths in custody at the El Paso County Jail,0,Racial Justice
against immigrant deportations,48,Immigration
for deporting illegal immigrants; for patriotism,0,Immigration
in celebration of ceasefire in Gaza; for lifting Israel's siege on Gaza; for ending Israel's occupation of Palestine; for Palestinian liberation,0,Gaza
against immigrant deportation,5,Immigration
for ceasefire in Gaza; for arms embargo on Israel; for Palestinian liberation,0,Gaza
in commemoration of International Holocaust Rememberance Day; against genocide in Gaza; for Palestinian liberation,0,Gaza
against Miriam restaurant's support for Zionism; against appropriation of Palestinian cuisine and culture by Israel; against genocide in Gaza; for Palestinian liberation,0,Gaza
in celebration of victory by Palestinian resistance and release of Palestinian prisoners; for Palestinian liberation,0,Gaza
in celebration of ceasefire in Gaza; in remembrance of Palestinians killed in Gaza; against genocide in Gaza; for Palestinian liberation,0,Gaza
against immigrant deportations and family deportations,2,Immigration
against event at Oheb Shalom synagogue supporting Israel Defense Forces; for Palestinian liberation,0,Gaza
against pro-Palestine protest; in solidarity with Israel,0,Gaza
against immigrant deportations and family separations,51,Immigration
for bills A1200 and S415 in the New York state legislature; against New YorkÃÂ¢ÃÂÃÂs two-tier wage system for tipped workers; for requiring employers to pay a full minimum wage with tips on top; for workers' rights,0,Workers
in commemoration of International Holocaust Remembrance Day; against genocide in Gaza; for Palestinian liberation,0,Gaza
against event at Ohio State University featuring Israel Defense Forces veterans as speakers; against genocide in Gaza; against the normalization of Zionism; for Palestinian liberation,0,Gaza
against a proposed City Council resolution that would allow local police officers to assist federal agents in deporting undocumented migrants;,0,Immigration
against immigrant deportations and family separations; against ICE,0,Immigration
for gun reform; for gun control; against gun violence; against the school shooting at Antioch High School; for justice for school shooting victim Josselin Corea Escalante; for an expansion of the upcoming Tennessee state legislative special session to address school shootings,0,Gun Control
for divesting Princeton University from Israel; against apartheid in Israel; against Zionism; for Palestinian liberation,0,Gaza
for divesting Stony Brook University from Israel; for Palestinian liberation,0,Gaza
against inhumane conditions for migrant detainees in Tacoma Northwest Detention Center; for freeing all detained migrants; for abolishing ICE; in remembrance of Jose Manuel Sanchez-Castro,0,Immigration
against the Florida appeal of in-state tuition rights for undocumented immigrants,1,Immigration
against the Laken Riley Act; against immigrant deportations,0,Immigration
against Chevron's complicity in genocide in Gaza; for boycotting Chevron; for Palestinian liberation; for climate justice; for Indigenous sovereignty,0,Environment
against Chevron's complicity in genocide in Gaza; for boycotting Chevron; for Palestinian liberation; for climate justice; for Indigenous sovereignty,0,Gaza
for gun reform; for gun control; against gun violence; against the school shooting at Antioch High School; in rememberance of Josselin Corea Escalante,0,Gun Control
for immigrant protections; against immigrant deportations; against private school vouchers; for investing in public schools,0,Immigration
against the closure of the Park Slope Starbucks; for transparency for Starbucks union employees; against unfair labor practices for Starbucks employees,0,Workers
against the closure of the Park Slope Starbucks; for transparency for Starbucks union employees; against unfair labor practices for Starbucks employees,0,LGBTplus
against ICE raids on schools; against immigrant deportations,0,Immigration
against ICE raids and detentions in Philadelphia; against immigrant deportations,0,Immigration
against ICE; against immigrant deportations and family separations,0,Immigration
for higher pay and better benefits; against Nu-Tech leaders accused retaliatory firings disability discrimination and threats related to unionization efforts,0,Workers
against Sugar Land City Council resolutions silencing Muslim and pro-peace voices; against Islamophobia and bigotry; for freedom of speech; against genocide in Gaza; for Palestinian liberation,0,Gaza
for women's rights; against domestic violence,0,Abortion
against immigrant deportations and ICE raids; for making Tallahassee a sanctuary city for migrants,0,Immigration
against President Trump; against racism; against threats to public education,0,Racial Justice
for immigrants rights,2,Immigration
against immigrant deportations and family separations; for passage of Safe Communities Act; for state legislation that would bar state and local law enforcement from cooperating with ICE; for more state support for legal services for migrants facing deportation,0,Immigration
against event at Queens University of Charlotte honoring Central Piedmont Community College president Dr. Kandi Deitemeyer; against Dr. Kandi Deitemeyer's complicity in construction of new police training facility in Charlotte; against police brutality; against racism; for environmental conservation,0,Environment
against event at Queens University of Charlotte honoring Central Piedmont Community College president Dr. Kandi Deitemeyer; against Dr. Kandi Deitemeyer's complicity in construction of new police training facility in Charlotte; against police brutality; against racism; for environmental conservation,0,Racial Justice
